ticket,open_time,close_time,symbol,direction,lots,entry_price,exit_price,stop_loss,take_profit,gross_pnl,commission,swap,net_pnl,pips,setup,emotion,execution_rating,mistakes,notes
10000757,2026-05-14 16:18:00,2026-05-14 18:27:41,XAUUSD,Sell,0.09,2327.23,2318.94,2343.58,2308.11,74.61,3.15,-0.31,,,Momentum,FOMO,3,Chased Price; Early Exit; Late Entry,"Chased the candle after it already ran 40 points. No structure, pure FOMO."
10000768,2026-05-14 14:32:00,2026-05-14 14:44:04,US500,Sell,0.11,5469.16,5499.11,5503.14,5377.36,-32.95,3.85,-0.25,,,FVG Fill,Neutral,5,,"Higher timeframe bias was clear, only took the setup in line with the daily trend."
10000773,2026-05-14 08:32:00,2026-05-14 09:46:28,XAUUSD,Sell,0.06,2331.87,2316.16,2343.62,2298.62,94.23,2.1,-0.65,,,Liquidity Sweep,Confident,5,Early Exit,"Entered before the sweep completed. Impatient, price took my stop then went my way."
10000778,2026-05-15 13:51:00,2026-05-15 13:58:21,US500,Sell,0.15,5494.61,5519.38,5519.0,5426.0,-37.16,5.25,-1.03,,,Order Block,Patient,3,,"Followed the plan exactly. No adjustment to stop, target hit while I was away from screen."
10000785,2026-05-15 22:06:00,2026-05-15 22:41:24,TASI,Sell,0.09,12003.96,11973.46,12088.4,11926.71,13.72,3.15,-0.32,,,Breaker Block,FOMO,3,Chased Price; Early Exit; Late Entry,Closed at +0.4R out of fear while the target was still 2R away. Price hit target later.
10000795,2026-05-18 13:19:00,2026-05-18 18:45:30,XAUUSD,Buy,0.1,2379.69,2361.67,2360.18,2404.24,-180.17,3.5,-0.63,,,Liquidity Sweep,Bored,2,No Setup / Impulse,"Entered before the sweep completed. Impatient, price took my stop then went my way."
10000803,2026-05-19 09:57:00,2026-05-19 10:15:09,XAUUSD,Buy,0.1,2365.9,2377.79,2344.31,2399.12,118.88,3.5,-2.07,,,Momentum,Frustrated,2,Early Exit,"Chased the candle after it already ran 40 points. No structure, pure FOMO."
10000806,2026-05-20 09:50:00,2026-05-20 10:04:27,EURUSD,Sell,0.2,1.08449,1.08932,1.08956,1.07254,-96.61,7.0,0.65,,,CHoCH Reversal,Calm,3,,Small size because spread was wide before the news. Still respected the invalidation.
10000815,2026-05-21 11:43:00,2026-05-21 12:08:04,XAUUSD,Buy,0.17,2398.67,2426.93,2379.99,2442.6,480.51,5.95,-5.04,,,Breakout,Patient,3,,"Followed the plan exactly. No adjustment to stop, target hit while I was away from screen."
10000824,2026-05-22 08:55:00,2026-05-22 09:48:35,EURUSD,Sell,0.13,1.1018,1.1113,1.10703,1.09291,-123.42,4.55,-0.76,,,Liquidity Sweep,FOMO,3,Chased Price; Late Entry; Moved Stop Loss,"Chased the candle after it already ran 40 points. No structure, pure FOMO."
10000827,2026-05-25 14:14:00,2026-05-25 15:11:28,EURUSD,Sell,0.21,1.07694,1.08097,1.08139,1.06466,-84.62,7.35,2.01,,,FVG Fill,Calm,5,Overtrading,"Fifth trade of the day, no setup, just boredom. Should have shut the platform."
10000837,2026-05-25 14:07:00,2026-05-25 17:53:21,GBPJPY,Buy,0.35,196.03,198.14,194.88,198.69,480.52,12.25,-3.56,,,Order Block,Confident,4,Oversized Position; Overtrading,Ignored the daily bias and took the counter-trend setup because the 5m looked pretty.
10000841,2026-05-25 09:28:00,2026-05-25 10:34:00,TASI,Buy,0.17,11689.93,11834.49,11635.68,11835.89,122.88,5.95,-1.46,,,Order Block,Patient,4,Overtrading,Ignored the daily bias and took the counter-trend setup because the 5m looked pretty.
10000848,2026-05-25 10:17:00,2026-05-25 12:14:40,EURUSD,Sell,0.1,1.08971,1.09578,1.09407,1.0853,-60.68,3.5,-2.11,,,FVG Fill,FOMO,2,Chased Price; Late Entry; Moved Stop Loss,"Entered before the sweep completed. Impatient, price took my stop then went my way."
10000855,2026-05-25 22:12:00,2026-05-25 22:37:42,XAUUSD,Buy,0.16,2303.57,2295.51,2294.99,2310.89,-128.95,5.6,-1.56,,,Breaker Block,Anxious,1,Overtrading; Traded During News,Traded through the news release without checking the calendar. Slipped badly.
10000864,2026-05-28 16:03:00,2026-05-28 16:32:42,EURUSD,Sell,0.3,1.07446,1.0799,1.07992,1.06397,-163.29,10.5,0.67,,,Breakout,Confident,5,Oversized Position,Traded through the news release without checking the calendar. Slipped badly.
10000871,2026-06-02 08:54:00,2026-06-02 10:20:18,XAUUSD,Sell,0.28,2396.01,2358.4,2410.62,2358.37,1053.18,9.8,-0.63,,,Breaker Block,Confident,5,Oversized Position,Closed at +0.4R out of fear while the target was still 2R away. Price hit target later.
10000879,2026-06-02 15:20:00,2026-06-02 16:23:23,GBPJPY,Buy,0.22,196.53,198.5,195.34,198.59,280.87,7.7,-3.24,,,FVG Fill,Confident,3,,"Clean liquidity grab below Asia low, entered on displacement. Managed to partial at 2R."
10000884,2026-06-03 17:54:00,2026-06-03 19:04:51,EURUSD,Buy,0.17,1.05897,1.061,1.05686,1.06182,34.47,5.95,3.23,,,Liquidity Sweep,Confident,3,,"Patience paid off — sat on hands for two hours, one A+ setup, took it, done for the day."
10000893,2026-06-05 17:55:00,2026-06-05 19:55:32,XAUUSD,Sell,0.16,2369.73,2385.33,2386.4,2316.62,-249.64,5.6,-5.68,,,Breakout,Calm,4,Overtrading,Revenge entry within minutes of the previous loss. Doubled size to get it back. Stupid.
10000897,2026-06-05 07:39:00,2026-06-05 07:54:13,US500,Buy,0.16,5568.12,5597.42,5531.63,5627.11,46.89,5.6,2.95,,,Breakout,Neutral,4,Early Exit; Overtrading,"Chased the candle after it already ran 40 points. No structure, pure FOMO."
10000906,2026-06-05 08:58:00,2026-06-05 11:44:07,XAUUSD,Sell,0.1,2335.84,2324.64,2350.87,2316.45,111.97,3.5,-0.25,,,Momentum,Greedy,2,Overtrading,Closed at +0.4R out of fear while the target was still 2R away. Price hit target later.
10000911,2026-06-05 10:25:00,2026-06-05 11:24:39,XAUUSD,Sell,0.07,2377.0,2399.46,2399.08,2324.62,-157.21,2.45,-0.94,,,Order Block,Confident,4,Overtrading,Revenge entry within minutes of the previous loss. Doubled size to get it back. Stupid.
10000922,2026-06-05 16:20:00,2026-06-05 20:05:44,TASI,Buy,0.07,11848.72,11785.47,11781.44,11920.89,-22.14,2.45,-1.25,,,Breakout,Frustrated,2,Overtrading,Closed at +0.4R out of fear while the target was still 2R away. Price hit target later.
10000926,2026-06-08 13:38:00,2026-06-08 14:44:24,XAUUSD,Buy,0.15,2396.36,2420.3,2384.64,2427.78,359.11,5.25,0.77,,,Liquidity Sweep,Neutral,5,Oversized Position,Ignored the daily bias and took the counter-trend setup because the 5m looked pretty.
10000932,2026-06-08 14:45:00,2026-06-08 14:56:29,XAUUSD,Buy,0.09,2321.94,2335.42,2311.75,2337.16,121.3,3.15,-1.97,,,Order Block,Confident,3,,"Patience paid off — sat on hands for two hours, one A+ setup, took it, done for the day."
10000940,2026-06-09 09:46:00,2026-06-09 10:07:50,USDJPY,Sell,0.07,152.48,151.76,153.26,151.25,32.73,2.45,0.61,,,Momentum,Patient,4,,"Higher timeframe bias was clear, only took the setup in line with the daily trend."
10000948,2026-06-10 08:26:00,2026-06-10 08:58:49,US500,Buy,0.15,5354.23,5328.82,5326.68,5389.76,-38.11,5.25,-2.09,,,Momentum,Patient,4,,"Clean liquidity grab below Asia low, entered on displacement. Managed to partial at 2R."
10000954,2026-06-10 16:32:00,2026-06-10 17:11:59,TASI,Buy,0.11,11693.22,11624.6,11624.21,11743.23,-37.75,3.85,-0.1,,,FVG Fill,Greedy,3,,Closed at +0.4R out of fear while the target was still 2R away. Price hit target later.
10000963,2026-06-11 10:24:00,2026-06-11 10:30:00,EURUSD,Buy,0.12,1.08456,1.08122,1.08126,1.08909,-40.09,4.2,0.82,,,Momentum,Greedy,2,Oversized Position,Revenge entry within minutes of the previous loss. Doubled size to get it back. Stupid.
10000970,2026-06-12 15:30:00,2026-06-12 16:13:55,XAUUSD,Sell,0.16,2332.62,2345.7,2347.49,2309.24,-209.27,5.6,-1.08,,,FVG Fill,Bored,3,No Setup / Impulse; Oversized Position,"Entered before the sweep completed. Impatient, price took my stop then went my way."
10000974,2026-06-15 08:57:00,2026-06-15 09:57:38,EURUSD,Buy,0.36,1.06502,1.06243,1.06232,1.06888,-93.38,12.6,3.22,,,Breaker Block,Greedy,1,Oversized Position,Moved the stop further away because I 'knew' it would come back. It did not.
10000983,2026-06-15 14:46:00,2026-06-15 15:31:13,USDJPY,Sell,0.25,154.36,154.82,154.89,153.47,-75.26,8.75,-2.71,,,BOS Continuation,Frustrated,2,Oversized Position,Traded through the news release without checking the calendar. Slipped badly.
10000992,2026-06-15 14:12:00,2026-06-15 14:25:34,EURUSD,Sell,0.28,1.10812,1.10661,1.1139,1.1023,42.36,9.8,-4.56,,,Breakout,Bored,3,Early Exit; No Setup / Impulse; Oversized Position,"Entered before the sweep completed. Impatient, price took my stop then went my way."
10000995,2026-06-16 14:54:00,2026-06-16 15:37:18,USDJPY,Sell,0.16,156.38,156.75,156.77,156.09,-38.97,5.6,1.89,,,FVG Fill,Bored,3,No Setup / Impulse,Traded through the news release without checking the calendar. Slipped badly.
10001002,2026-06-17 08:23:00,2026-06-17 08:34:08,US500,Buy,0.06,5407.22,5480.67,5361.41,5521.87,44.07,2.1,-0.21,,,BOS Continuation,Neutral,5,,Waited for the 4H order block to be swept before entering. Entry on the 15m CHoCH.
10001010,2026-06-17 09:15:00,2026-06-17 09:21:06,EURUSD,Sell,0.16,1.0946,1.09103,1.0989,1.08825,57.01,5.6,-2.06,,,FVG Fill,Neutral,5,,"Higher timeframe bias was clear, only took the setup in line with the daily trend."
10001016,2026-06-18 08:25:00,2026-06-18 09:43:29,XAUUSD,Sell,0.15,2389.19,2402.41,2402.66,2354.49,-198.42,5.25,2.11,,,BOS Continuation,Neutral,2,,"Clean liquidity grab below Asia low, entered on displacement. Managed to partial at 2R."
10001023,2026-06-19 08:55:00,2026-06-19 09:43:20,XAUUSD,Sell,0.05,2375.1,2359.06,2397.88,2343.34,80.21,1.75,0.44,,,BOS Continuation,Bored,3,No Setup / Impulse; Overtrading,Ignored the daily bias and took the counter-trend setup because the 5m looked pretty.
10001033,2026-06-19 10:26:00,2026-06-19 10:57:38,XAUUSD,Buy,0.13,2336.15,2362.7,2324.51,2363.23,345.13,4.55,-3.74,,,Order Block,Neutral,3,Overtrading,Ignored the daily bias and took the counter-trend setup because the 5m looked pretty.
10001041,2026-06-19 15:19:00,2026-06-19 16:23:15,USDJPY,Buy,0.07,160.53,160.06,160.04,162.02,-21.5,2.45,-1.1,,,Momentum,Neutral,3,Overtrading,"Chased the candle after it already ran 40 points. No structure, pure FOMO."
10001044,2026-06-19 16:20:00,2026-06-19 17:03:34,EURUSD,Buy,0.14,1.08237,1.08388,1.08019,1.08523,21.1,4.9,-1.58,,,Breaker Block,Patient,5,Overtrading,"Entered before the sweep completed. Impatient, price took my stop then went my way."
10001052,2026-06-19 14:24:00,2026-06-19 16:26:15,EURUSD,Sell,0.15,1.0933,1.08344,1.09788,1.07969,147.86,5.25,0.07,,,BOS Continuation,Confident,3,Overtrading,Moved the stop further away because I 'knew' it would come back. It did not.
10001059,2026-06-22 13:19:00,2026-06-22 14:20:54,EURUSD,Buy,0.22,1.08466,1.07941,1.07927,1.09068,-115.4,7.7,-1.59,,,FVG Fill,Frustrated,1,,"Fifth trade of the day, no setup, just boredom. Should have shut the platform."
10001065,2026-06-22 08:27:00,2026-06-22 09:47:13,USDJPY,Sell,0.09,157.12,157.56,157.63,156.45,-25.35,3.15,-0.96,,,BOS Continuation,Frustrated,2,,Closed at +0.4R out of fear while the target was still 2R away. Price hit target later.
10001073,2026-06-23 17:37:00,2026-06-23 19:22:23,TASI,Sell,0.36,11855.7,11702.62,11947.17,11632.18,275.53,12.6,-2.13,,,Momentum,Patient,4,Oversized Position,Ignored the daily bias and took the counter-trend setup because the 5m looked pretty.
10001080,2026-06-23 08:02:00,2026-06-23 08:23:55,XAUUSD,Buy,0.22,2328.64,2342.47,2310.71,2355.63,304.26,7.7,1.36,,,CHoCH Reversal,Confident,4,,"Followed the plan exactly. No adjustment to stop, target hit while I was away from screen."
10001089,2026-06-23 15:48:00,2026-06-23 16:51:14,TASI,Buy,0.13,11858.53,11778.96,11773.85,11957.59,-51.72,4.55,-2.21,,,Momentum,Bored,1,No Setup / Impulse,Moved the stop further away because I 'knew' it would come back. It did not.
10001095,2026-06-24 15:15:00,2026-06-24 15:35:39,US500,Buy,0.15,5526.67,5555.07,5485.5,5590.06,42.6,5.25,0.97,,,Momentum,Revengeful,1,Early Exit; Revenge Trade,"Entered before the sweep completed. Impatient, price took my stop then went my way."
10001103,2026-06-25 15:05:00,2026-06-25 16:22:06,XAUUSD,Buy,0.2,2284.46,2270.65,2269.09,2296.65,-276.27,7.0,-1.56,,,Momentum,FOMO,3,Chased Price; Late Entry,Traded through the news release without checking the calendar. Slipped badly.
10001108,2026-06-25 09:38:00,2026-06-25 10:43:22,XAUUSD,Sell,0.19,2314.05,2327.1,2328.06,2290.12,-248.09,6.65,0.55,,,CHoCH Reversal,FOMO,3,Chased Price; Late Entry,Ignored the daily bias and took the counter-trend setup because the 5m looked pretty.
10001117,2026-06-25 13:24:00,2026-06-25 13:32:53,USDJPY,Sell,0.17,156.14,156.8,156.48,155.81,-72.77,5.95,1.18,,,Breaker Block,FOMO,2,Chased Price; Late Entry; Moved Stop Loss,"Fifth trade of the day, no setup, just boredom. Should have shut the platform."
10001123,2026-06-26 08:01:00,2026-06-26 08:50:47,XAUUSD,Buy,0.36,2379.24,2391.28,2369.12,2396.27,433.69,12.6,6.01,,,CHoCH Reversal,Patient,3,Oversized Position,Revenge entry within minutes of the previous loss. Doubled size to get it back. Stupid.
10001130,2026-06-30 17:41:00,2026-06-30 20:52:32,EURUSD,Sell,0.06,1.10967,1.10528,1.11278,1.10197,26.38,2.1,0.18,,,Breaker Block,Neutral,4,,"Clean liquidity grab below Asia low, entered on displacement. Managed to partial at 2R."
10001135,2026-07-01 08:12:00,2026-07-01 08:41:14,TASI,Buy,0.1,12026.17,11948.41,11948.65,12085.46,-38.88,3.5,-1.35,,,CHoCH Reversal,FOMO,1,Chased Price; Late Entry,Ignored the daily bias and took the counter-trend setup because the 5m looked pretty.
10001143,2026-07-01 14:54:00,2026-07-01 15:36:21,EURUSD,Sell,0.07,1.07924,1.08468,1.08521,1.0701,-38.1,2.45,-0.57,,,Breakout,Neutral,5,,Waited for the 4H order block to be swept before entering. Entry on the 15m CHoCH.
10001152,2026-07-02 17:07:00,2026-07-02 17:29:00,GBPJPY,Sell,0.24,195.7,195.32,196.74,194.4,59.16,8.4,-7.48,,,Breaker Block,Frustrated,1,Early Exit; Oversized Position,Ignored the daily bias and took the counter-trend setup because the 5m looked pretty.
10001160,2026-07-02 15:38:00,2026-07-02 20:02:37,US500,Sell,0.16,5455.64,5430.18,5491.15,5399.52,40.74,5.6,-2.78,,,Liquidity Sweep,Patient,4,Early Exit,"Chased the candle after it already ran 40 points. No structure, pure FOMO."
10001164,2026-07-06 17:49:00,2026-07-06 18:32:24,US500,Sell,0.07,5473.65,5518.75,5519.14,5436.9,-31.57,2.45,-0.05,,,Breakout,Frustrated,3,,"Entered before the sweep completed. Impatient, price took my stop then went my way."
10001174,2026-07-06 15:18:00,2026-07-06 15:24:00,GBPJPY,Buy,0.09,196.95,195.72,195.75,198.9,-71.88,3.15,0.36,,,Breakout,Confident,5,,Small size because spread was wide before the news. Still respected the invalidation.
10001179,2026-07-07 16:37:00,2026-07-07 17:14:38,XAUUSD,Buy,0.28,2344.45,2363.6,2322.61,2379.97,536.39,9.8,-3.42,,,Liquidity Sweep,FOMO,2,Chased Price; Late Entry; Oversized Position,Moved the stop further away because I 'knew' it would come back. It did not.
10001184,2026-07-07 08:49:00,2026-07-07 09:51:34,US500,Sell,0.17,5309.53,5268.8,5334.09,5252.02,69.24,5.95,-3.16,,,BOS Continuation,Confident,5,,Small size because spread was wide before the news. Still respected the invalidation.
10001191,2026-07-08 10:18:00,2026-07-08 10:45:31,USDJPY,Sell,0.22,157.48,157.9,157.92,156.76,-60.13,7.7,-0.36,,,Momentum,Confident,4,,"Followed the plan exactly. No adjustment to stop, target hit while I was away from screen."
10001199,2026-07-08 17:56:00,2026-07-08 20:45:03,TASI,Sell,0.2,11852.25,11707.77,11905.91,11703.98,144.48,7.0,-3.7,,,Breaker Block,Neutral,4,,"Patience paid off — sat on hands for two hours, one A+ setup, took it, done for the day."
10001209,2026-07-08 14:02:00,2026-07-08 14:37:32,EURUSD,Buy,0.19,1.10096,1.09685,1.0969,1.10905,-78.11,6.65,-1.67,,,Momentum,Calm,5,,"Patience paid off — sat on hands for two hours, one A+ setup, took it, done for the day."
10001214,2026-07-10 15:16:00,2026-07-10 15:22:46,XAUUSD,Buy,0.09,2367.49,2358.63,2357.31,2379.8,-79.77,3.15,-0.11,,,Breaker Block,Frustrated,2,,Closed at +0.4R out of fear while the target was still 2R away. Price hit target later.
10001221,2026-07-10 11:07:00,2026-07-10 12:03:17,US500,Buy,0.33,5489.94,5549.45,5465.42,5554.25,196.39,11.55,-2.13,,,Breakout,Patient,4,Oversized Position,Traded through the news release without checking the calendar. Slipped badly.
10001227,2026-07-10 16:08:00,2026-07-10 16:25:30,XAUUSD,Buy,0.15,2358.28,2338.81,2343.41,2373.76,-292.04,5.25,1.42,,,Liquidity Sweep,Revengeful,2,Moved Stop Loss; Revenge Trade,"Chased the candle after it already ran 40 points. No structure, pure FOMO."
10001235,2026-07-13 13:12:00,2026-07-13 14:33:38,US500,Sell,0.09,5439.18,5429.74,5470.45,5410.62,8.49,3.15,-1.86,,,Liquidity Sweep,Bored,4,Early Exit; No Setup / Impulse,Revenge entry within minutes of the previous loss. Doubled size to get it back. Stupid.
10001241,2026-07-13 08:14:00,2026-07-13 09:10:16,US500,Sell,0.11,5363.71,5304.69,5405.11,5268.57,64.92,3.85,-2.11,,,Liquidity Sweep,Patient,4,,"Followed the plan exactly. No adjustment to stop, target hit while I was away from screen."
10001251,2026-07-14 09:20:00,2026-07-14 10:11:12,TASI,Buy,0.11,11932.04,11858.78,11855.63,12009.2,-40.29,3.85,0.85,,,Breakout,Bored,1,No Setup / Impulse,"Entered before the sweep completed. Impatient, price took my stop then went my way."
10001258,2026-07-14 13:16:00,2026-07-14 14:16:39,TASI,Sell,0.1,11766.4,11701.88,11848.27,11634.48,32.26,3.5,0.25,,,Order Block,Bored,2,Early Exit; No Setup / Impulse,"Fifth trade of the day, no setup, just boredom. Should have shut the platform."
10001262,2026-07-16 13:09:00,2026-07-16 13:30:52,EURUSD,Buy,0.13,1.08135,1.07619,1.07543,1.08988,-67.12,4.55,-1.82,,,CHoCH Reversal,Patient,3,,"Higher timeframe bias was clear, only took the setup in line with the daily trend."
10001271,2026-07-20 10:50:00,2026-07-20 11:45:08,USDJPY,Buy,0.21,154.77,154.44,154.43,155.33,-45.42,7.35,1.84,,,BOS Continuation,Revengeful,2,Revenge Trade,"Entered before the sweep completed. Impatient, price took my stop then went my way."
10001275,2026-07-20 17:44:00,2026-07-20 18:47:42,XAUUSD,Buy,0.29,2350.6,2327.83,2336.56,2361.52,-660.57,10.15,-3.89,,,BOS Continuation,Anxious,3,Moved Stop Loss; Oversized Position,"Fifth trade of the day, no setup, just boredom. Should have shut the platform."
10001283,2026-07-23 07:55:00,2026-07-23 08:37:46,USDJPY,Sell,0.23,155.92,155.5,156.83,154.84,63.26,8.05,-4.86,,,Breaker Block,FOMO,1,Chased Price; Early Exit; Late Entry,Closed at +0.4R out of fear while the target was still 2R away. Price hit target later.
10001290,2026-07-23 07:23:00,2026-07-23 08:03:01,XAUUSD,Buy,0.19,2335.68,2323.6,2322.05,2365.29,-229.46,6.65,-6.63,,,BOS Continuation,Confident,4,,"Followed the plan exactly. No adjustment to stop, target hit while I was away from screen."
10001297,2026-07-24 08:28:00,2026-07-24 09:33:32,USDJPY,Buy,0.2,156.61,156.05,156.01,158.4,-72.6,7.0,2.18,,,Order Block,Patient,3,,"Clean liquidity grab below Asia low, entered on displacement. Managed to partial at 2R."
10001304,2026-07-28 20:51:00,2026-07-28 21:08:22,XAUUSD,Sell,0.32,2271.14,2285.86,2287.79,2233.62,-471.06,11.2,4.02,,,CHoCH Reversal,Neutral,4,Oversized Position; Traded During News,"Fifth trade of the day, no setup, just boredom. Should have shut the platform."
10001311,2026-07-29 20:46:00,2026-07-29 22:31:19,XAUUSD,Buy,0.16,2348.78,2340.97,2340.13,2356.49,-124.82,5.6,-2.28,,,CHoCH Reversal,Bored,2,No Setup / Impulse; Oversized Position; Traded During News,Revenge entry within minutes of the previous loss. Doubled size to get it back. Stupid.
10001321,2026-07-30 16:03:00,2026-07-30 17:01:09,XAUUSD,Sell,0.11,2385.6,2371.04,2407.93,2358.58,160.13,3.85,-0.16,,,Liquidity Sweep,Revengeful,2,Oversized Position; Revenge Trade,"Fifth trade of the day, no setup, just boredom. Should have shut the platform."
10001325,2026-07-31 14:31:00,2026-07-31 14:59:11,EURUSD,Buy,0.09,1.06939,1.06549,1.06506,1.07347,-35.09,3.15,-0.78,,,Liquidity Sweep,Greedy,2,,"Entered before the sweep completed. Impatient, price took my stop then went my way."
10001334,2026-08-07 14:47:00,2026-08-07 16:08:28,EURUSD,Sell,0.22,1.06791,1.06438,1.07203,1.06218,77.48,7.7,-1.03,,,Momentum,FOMO,1,Chased Price; Late Entry,"Chased the candle after it already ran 40 points. No structure, pure FOMO."
10001340,2026-08-07 13:29:00,2026-08-07 13:38:44,TASI,Sell,0.1,11976.04,12039.27,12047.39,11867.17,-31.62,3.5,-0.49,,,Momentum,Neutral,4,,"Higher timeframe bias was clear, only took the setup in line with the daily trend."
10001345,2026-08-10 10:48:00,2026-08-10 10:56:16,XAUUSD,Buy,0.06,2330.05,2356.31,2309.28,2373.83,157.59,2.1,-1.05,,,Momentum,Neutral,4,Overtrading,Closed at +0.4R out of fear while the target was still 2R away. Price hit target later.
10001356,2026-08-10 22:49:00,2026-08-10 23:29:59,GBPJPY,Buy,0.19,194.64,193.63,193.53,196.29,-125.35,6.65,-1.38,,,Breaker Block,Patient,5,Overtrading; Traded During News,Moved the stop further away because I 'knew' it would come back. It did not.
10001361,2026-08-10 09:41:00,2026-08-10 13:01:49,XAUUSD,Sell,0.14,2356.29,2365.82,2366.4,2324.41,-133.49,4.9,1.18,,,BOS Continuation,Confident,3,Overtrading,"Fifth trade of the day, no setup, just boredom. Should have shut the platform."
10001370,2026-08-10 08:50:00,2026-08-10 09:10:08,EURUSD,Buy,0.22,1.07874,1.07391,1.07586,1.08281,-106.37,7.7,-4.08,,,BOS Continuation,Frustrated,3,Moved Stop Loss; Oversized Position; Overtrading,Ignored the daily bias and took the counter-trend setup because the 5m looked pretty.
10001377,2026-08-10 11:36:00,2026-08-10 12:17:36,US500,Buy,0.3,5323.51,5337.18,5285.0,5357.53,41.01,10.5,-4.51,,,BOS Continuation,FOMO,2,Chased Price; Early Exit; Late Entry,"Chased the candle after it already ran 40 points. No structure, pure FOMO."
10001383,2026-08-11 11:55:00,2026-08-11 15:57:07,EURUSD,Buy,0.08,1.07859,1.08307,1.07555,1.08663,35.81,2.8,-0.6,,,Breaker Block,Patient,4,,"Followed the plan exactly. No adjustment to stop, target hit while I was away from screen."
10001390,2026-08-11 07:41:00,2026-08-11 08:31:48,GBPJPY,Sell,0.19,196.1,197.11,197.25,194.36,-124.63,6.65,2.09,,,Order Block,Confident,4,,"Higher timeframe bias was clear, only took the setup in line with the daily trend."
10001395,2026-08-11 09:22:00,2026-08-11 10:02:42,USDJPY,Sell,0.08,156.81,155.42,157.74,154.41,72.21,2.8,-0.11,,,Momentum,Confident,4,,Waited for the 4H order block to be swept before entering. Entry on the 15m CHoCH.
10001402,2026-08-12 16:31:00,2026-08-12 16:45:43,XAUUSD,Buy,0.2,2337.55,2321.76,2320.54,2372.3,-315.8,7.0,-1.82,,,Liquidity Sweep,Confident,4,,"Clean liquidity grab below Asia low, entered on displacement. Managed to partial at 2R."
10001409,2026-08-12 08:43:00,2026-08-12 09:41:32,XAUUSD,Sell,0.1,2331.95,2342.67,2342.94,2319.27,-107.15,3.5,-1.17,,,CHoCH Reversal,Anxious,2,,Revenge entry within minutes of the previous loss. Doubled size to get it back. Stupid.
10001416,2026-08-13 10:37:00,2026-08-13 16:57:37,US500,Sell,0.11,5512.74,5482.33,5548.92,5446.66,33.46,3.85,-1.16,,,FVG Fill,Calm,3,Early Exit; Oversized Position,Moved the stop further away because I 'knew' it would come back. It did not.
10001425,2026-08-13 15:08:00,2026-08-13 16:20:09,GBPJPY,Sell,0.21,190.79,189.12,191.47,188.81,227.59,7.35,-3.12,,,CHoCH Reversal,Patient,5,,"Patience paid off — sat on hands for two hours, one A+ setup, took it, done for the day."
10001433,2026-08-13 14:24:00,2026-08-13 15:58:51,XAUUSD,Sell,0.17,2360.23,2346.31,2371.75,2344.66,236.63,5.95,-1.5,,,BOS Continuation,Confident,3,,"Clean liquidity grab below Asia low, entered on displacement. Managed to partial at 2R."
10001440,2026-08-14 07:13:00,2026-08-14 07:39:30,US500,Sell,0.1,5385.3,5424.15,5425.18,5308.76,-38.86,3.5,-2.14,,,Liquidity Sweep,Calm,4,,"Followed the plan exactly. No adjustment to stop, target hit while I was away from screen."
10001446,2026-08-14 07:03:00,2026-08-14 08:13:37,USDJPY,Buy,0.11,157.86,157.32,157.24,159.38,-38.47,3.85,-0.5,,,Liquidity Sweep,Patient,4,,"Higher timeframe bias was clear, only took the setup in line with the daily trend."
10001453,2026-08-17 08:07:00,2026-08-17 10:13:44,XAUUSD,Buy,0.18,2329.45,2361.92,2315.64,2373.14,584.42,6.3,1.43,,,BOS Continuation,Patient,5,Oversized Position,Moved the stop further away because I 'knew' it would come back. It did not.
10001460,2026-08-18 14:33:00,2026-08-18 15:10:11,XAUUSD,Sell,0.08,2367.47,2338.4,2382.1,2321.5,232.58,2.8,-0.9,,,Breakout,Confident,4,,"Patience paid off — sat on hands for two hours, one A+ setup, took it, done for the day."
10001464,2026-08-18 13:12:00,2026-08-18 14:09:51,XAUUSD,Buy,0.14,2391.1,2404.46,2381.64,2411.88,187.01,4.9,0.31,,,Momentum,Confident,3,,"Followed the plan exactly. No adjustment to stop, target hit while I was away from screen."
10001472,2026-08-19 17:16:00,2026-08-19 17:34:58,XAUUSD,Buy,0.15,2381.94,2375.01,2374.0,2389.4,-103.9,5.25,-1.17,,,CHoCH Reversal,Bored,2,No Setup / Impulse,"Entered before the sweep completed. Impatient, price took my stop then went my way."
10001480,2026-08-20 08:29:00,2026-08-20 08:44:55,XAUUSD,Sell,0.19,2356.88,2325.67,2379.07,2299.35,592.83,6.65,-0.84,,,Order Block,Patient,5,,"Followed the plan exactly. No adjustment to stop, target hit while I was away from screen."
10001486,2026-08-20 17:03:00,2026-08-20 17:55:48,GBPJPY,Buy,0.14,198.31,200.47,197.14,201.26,195.94,4.9,-2.77,,,Breaker Block,Neutral,3,,Waited for the 4H order block to be swept before entering. Entry on the 15m CHoCH.
10001496,2026-08-20 15:21:00,2026-08-20 15:37:41,EURUSD,Buy,0.14,1.07115,1.07649,1.06683,1.07897,74.81,4.9,-1.68,,,Liquidity Sweep,Confident,5,,"Patience paid off — sat on hands for two hours, one A+ setup, took it, done for the day."
10001503,2026-08-21 11:56:00,2026-08-21 15:22:54,XAUUSD,Sell,0.19,2337.41,2308.15,2355.67,2301.12,555.88,6.65,-0.62,,,Order Block,Patient,4,,Waited for the 4H order block to be swept before entering. Entry on the 15m CHoCH.
